1,0,0,1.408e-06,9.8437e-05
2,0,0,2.229e-06,9.0808e-05
4,0,0,5.616e-06,9.7635e-05
8,0,0,2.6995e-05,0.00012317
16,0,0,0.000170023,0.000276453
32,0,0,0.001352001,0.001526636
64,0,0,0.009142714,0.009486271
128,0,0,0.065747602,0.066884355
256,0,0,0.317766796,0.321133258
512,0,0,2.44800076,2.466168312
1024,0,0,19.672084642,19.702486121
2048,0,0,193.668575896,193.844619645
4096,0,0,1962.75259829,1963.23520201
1,2,0,0.00011476,0.000225274
2,2,0,9.5006e-05,0.000140128
4,2,0,0.000119063,0.00022039
8,2,0,9.3223e-05,0.00013969
16,2,0,0.000209697,0.000333458
32,2,0,0.000738667,0.000818417
64,2,0,0.004836077,0.005219073
128,2,0,0.032519066,0.033026669
256,2,0,0.158732061,0.16197717
512,2,0,1.090030447,1.097154446
1024,2,0,8.901158486,8.929469066
2048,2,0,80.222519091,80.338239175
4096,2,0,976.042924217,976.505297533
1,4,0,9.4991e-05,0.000149539
2,4,0,0.000130065,0.000261351
4,4,0,9.453e-05,0.000137073
8,4,0,0.000143092,0.000244613
16,4,0,0.000151879,0.000203447
32,4,0,0.000494252,0.000660673
64,4,0,0.002721112,0.00289205
128,4,0,0.018587394,0.019593066
256,4,0,0.094692036,0.096546245
512,4,0,0.582470997,0.589667009
1024,4,0,4.484685944,4.513081648
2048,4,0,46.264605427,46.378828436
4096,4,0,502.412883022,502.91053872
1,8,0,0.000146922,0.000193943
2,8,0,0.000159305,0.000203828
4,8,0,0.000163792,0.000206248
8,8,0,0.000173077,0.000218375
16,8,0,0.000179268,0.00023145
32,8,0,0.000346195,0.000424866
64,8,0,0.001060414,0.001232625
128,8,0,0.006574241,0.007078541
256,8,0,0.043060085,0.044893569
512,8,0,0.299356019,0.306571527
1024,8,0,2.456890489,2.484944547
2048,8,0,24.462042415,24.576376137
4096,8,0,276.826907299,277.284512362
1,16,0,0.000265006,0.000311072
2,16,0,0.00036791,0.00041199
4,16,0,0.000262918,0.000305699
8,16,0,0.000257187,0.00030201
16,16,0,0.000302031,0.000353003
32,16,0,0.00045899,0.000537843
64,16,0,0.000776839,0.000949614
128,16,0,0.003820785,0.004324191
256,16,0,0.026022325,0.02785992
512,16,0,0.178947041,0.186115392
1024,16,0,1.362379008,1.390433398
2048,16,0,13.33042463,13.453598805
4096,16,0,140.64403174,141.102259833
1,0,1,6.63e-07,4.6548e-05
2,0,1,1.099e-06,5.8742e-05
4,0,1,2.45e-06,4.2774e-05
8,0,1,1.2032e-05,5.5062e-05
16,0,1,8.0368e-05,0.000130288
32,0,1,0.000593833,0.000671018
64,0,1,0.0046753,0.004843701
128,0,1,0.036795826,0.037346811
256,0,1,0.293280586,0.295193805
512,0,1,2.401290432,2.409130391
1024,0,1,19.314539729,19.355297659
2048,0,1,195.562460356,195.683071619
4096,0,1,2178.29513164,2178.77854768
1,2,1,0.000673424,0.000731699
2,2,1,0.003157528,0.003206769
4,2,1,0.003150117,0.003199723
8,2,1,0.004836872,0.004889732
16,2,1,0.001302344,0.001376967
32,2,1,0.00140915,0.001514555
64,2,1,0.003291039,0.003494904
128,2,1,0.02106785,0.021699705
256,2,1,0.163331951,0.16557099
512,2,1,1.349595279,1.358207534
1024,2,1,11.247168333,11.281122699
