1,0,0,9.848e-06,3.3149e-05
2,0,0,3.008e-06,3.2691e-05
4,0,0,4.262e-06,3.027e-05
8,0,0,1.5874e-05,5.3342e-05
16,0,0,0.000103693,0.00015374
32,0,0,0.0008346,0.00095045
64,0,0,0.006018156,0.006344232
128,0,0,0.07914837,0.080306262
256,0,0,0.617219162,0.621676817
512,0,0,3.817372623,3.859216003
1024,0,0,24.77505023,24.917491712
2048,0,0,169.90783494,170.389617079
4096,0,0,1154.76402125,1157.03447707
1,2,0,1.014e-06,4.6726e-05
2,2,0,1.326e-06,3.556e-05
4,2,0,2.74e-06,4.1071e-05
8,2,0,1.4157e-05,5.9345e-05
16,2,0,9.9694e-05,0.00016263
32,2,0,0.000779565,0.000905768
64,2,0,0.015842003,0.016200304
128,2,0,0.056698745,0.057944005
256,2,0,0.346630163,0.36347644
512,2,0,2.145977045,2.189824126
1024,2,0,13.943793809,14.032876455
2048,2,0,98.908715155,99.488826678
4096,2,0,657.871209766,659.973520998
1,4,0,7.26e-07,3.3996e-05
2,4,0,1.14e-06,3.6879e-05
4,4,0,2.927e-06,4.0614e-05
8,4,0,1.4515e-05,5.639e-05
16,4,0,0.000100014,0.000161275
32,4,0,0.000782095,0.000906958
64,4,0,0.021944186,0.03432305
128,4,0,0.037495688,0.050763723
256,4,0,0.20387025,0.208642473
512,4,0,1.132236364,1.163347682
1024,4,0,7.749796512,7.866934133
2048,4,0,53.566367996,53.989637498
4096,4,0,363.096883064,365.08321106
1,8,0,7.04e-07,3.3889e-05
2,8,0,1.486e-06,3.6342e-05
4,8,0,2.635e-06,4.3023e-05
8,8,0,1.4109e-05,5.7231e-05
16,8,0,0.000100206,0.000167972
32,8,0,0.000780025,0.000905074
64,8,0,0.025073401,0.025427962
128,8,0,0.032993464,0.034229417
256,8,0,0.18090371,0.197740125
512,8,0,0.663787809,0.703293385
1024,8,0,4.432436023,4.585546694
2048,8,0,29.329302395,29.817964505
4096,8,0,203.258702104,205.372900671
1,16,0,7.78e-07,3.5407e-05
2,16,0,1.658e-06,0.013059276
4,16,0,2.598e-06,3.961e-05
8,16,0,1.4058e-05,5.6724e-05
16,16,0,9.9657e-05,0.000162511
32,16,0,0.000786298,0.000916306
64,16,0,0.032181872,0.032534704
128,16,0,0.07176854,0.073005948
256,16,0,0.186650492,0.203535582
512,16,0,0.8898439,0.908913968
1024,16,0,4.312961952,4.47660616
2048,16,0,29.388905213,30.022712596
4096,16,0,202.269548852,204.121457599
1,0,1,2.207e-06,2.9073e-05
2,0,1,2.22e-06,2.5916e-05
4,0,1,3.636e-06,2.8477e-05
8,0,1,1.572e-05,4.7316e-05
16,0,1,0.000103336,0.000161347
32,0,1,0.000780423,0.000893622
64,0,1,0.029768803,0.03011961
128,0,1,0.065268587,0.06653854
256,0,1,0.385159453,0.390003256
512,0,1,3.307240599,3.326596127
1024,0,1,23.431860005,23.557878821
2048,0,1,165.91640583,166.301656126
4096,0,1,1141.81967765,1144.34382484
1,2,1,8.19e-07,3.4919e-05
2,2,1,1.378e-06,3.585e-05
4,2,1,3.013e-06,4.0008e-05
8,2,1,1.4494e-05,5.6155e-05
16,2,1,0.00010111,0.000169406
