1,0,0,2.469e-06,6.142e-05
2,0,0,2.737e-06,6.2956e-05
4,0,0,4.656e-06,7.6613e-05
8,0,0,1.5735e-05,8.2855e-05
16,0,0,9.9026e-05,0.000173136
32,0,0,0.000725258,0.000839176
64,0,0,0.006005774,0.006241996
128,0,0,0.080438473,0.081121421
256,0,0,0.591052063,0.593570438
512,0,0,3.709179931,3.718743819
1024,0,0,26.25628671,26.329980509
2048,0,0,181.215182753,181.375966942
4096,0,0,1201.48792191,1202.40439394
1,2,0,8.42e-07,6.9918e-05
2,2,0,1.497e-06,7.1721e-05
4,2,0,3.362e-06,7.3807e-05
8,2,0,1.4586e-05,8.8919e-05
16,2,0,9.7566e-05,0.000178758
32,2,0,0.00072247,0.000840723
64,2,0,0.024115699,0.024348591
128,2,0,0.071763451,0.0724345
256,2,0,0.383839759,0.386235467
512,2,0,1.831296911,1.84057818
1024,2,0,14.787831345,14.857521274
2048,2,0,103.870500563,104.087500908
4096,2,0,716.443791989,717.330915535
1,4,0,1.07e-06,6.7893e-05
2,4,0,3.349e-06,7.2793e-05
4,4,0,3.28e-06,7.4982e-05
8,4,0,1.4857e-05,8.448e-05
16,4,0,9.795e-05,0.00017984
32,4,0,0.00072284,0.000840898
64,4,0,0.018396918,0.018628516
128,4,0,0.043904788,0.044576985
256,4,0,0.247359337,0.249736499
512,4,0,1.3612319,1.370478224
1024,4,0,8.729945073,8.808610504
2048,4,0,59.562789837,59.845915439
4096,4,0,413.862508949,414.774279429
1,8,0,8.82e-07,6.7209e-05
2,8,0,1.453e-06,7.004e-05
4,8,0,3.144e-06,7.3304e-05
8,8,0,1.4637e-05,8.72e-05
16,8,0,9.7451e-05,0.000179779
32,8,0,0.00072228,0.000839351
64,8,0,0.019292408,0.019522753
128,8,0,0.043099759,0.043775551
256,8,0,0.180745733,0.183140045
512,8,0,0.750104354,0.759431991
1024,8,0,5.470951134,5.543877161
2048,8,0,35.66013826,35.958028813
4096,8,0,238.050098146,238.871620029
1,16,0,9.76e-07,6.3112e-05
2,16,0,1.66e-06,6.6235e-05
4,16,0,3.245e-06,7.5271e-05
8,16,0,1.483e-05,8.8186e-05
16,16,0,9.7642e-05,0.000177593
32,16,0,0.000727032,0.000843793
64,16,0,0.040207776,0.040443756
128,16,0,0.057087386,0.05774996
256,16,0,0.195365887,0.197747174
512,16,0,0.837947168,0.847229143
1024,16,0,5.076446101,5.137474959
2048,16,0,33.264231181,33.52223709
4096,16,0,224.400990659,225.283103404
1,0,1,2.233e-06,6.8615e-05
2,0,1,2.871e-06,7.3068e-05
4,0,1,5.32e-06,7.9202e-05
8,0,1,1.5978e-05,8.1637e-05
16,0,1,9.8792e-05,0.000172766
32,0,1,0.000722817,0.000837649
64,0,1,0.005995002,0.006233539
128,0,1,0.090546156,0.091230515
256,0,1,0.604866735,0.607326719
512,0,1,3.713135461,3.722971949
1024,0,1,25.185023571,25.258677815
2048,0,1,181.156082914,181.41306765
4096,0,1,1221.51399984,1222.31480283
1,2,1,9.62e-07,6.7852e-05
2,2,1,1.627e-06,7.0438e-05
4,2,1,3.269e-06,7.4533e-05
8,2,1,1.4634e-05,8.3632e-05
16,2,1,9.8019e-05,0.000176311
32,2,1,0.000731517,0.000847371
64,2,1,0.01593949,0.016165041
128,2,1,0.064595657,0.065264588
256,2,1,0.255914339,0.258311581
512,2,1,1.957891321,1.967158755
1024,2,1,13.424682908,13.477334238
2048,2,1,102.847998545,103.016937836
4096,2,1,709.454806591,710.312009336
1,4,1,9.81e-07,7.1266e-05
2,4,1,1.346e-06,6.7594e-05
4,4,1,3.223e-06,6.9749e-05
8,4,1,1.485e-05,9.0922e-05
16,4,1,9.7602e-05,0.000182412
32,4,1,0.000728708,0.000853954
64,4,1,0.026128558,0.026362767
128,4,1,0.043747848,0.044413648
256,4,1,0.209412354,0.211794167
512,4,1,1.378260408,1.387574342
1024,4,1,8.559901856,8.63249591
2048,4,1,60.172750424,60.329341167
4096,4,1,407.728513574,408.47897791
1,8,1,2.701e-06,7.1073e-05
2,8,1,1.854e-06,7.6388e-05
4,8,1,3.438e-06,7.5432e-05
8,8,1,1.4871e-05,9.4193e-05
16,8,1,9.9589e-05,0.000191215
32,8,1,0.000723706,0.000838027
64,8,1,0.023706648,0.023943023
128,8,1,0.043449879,0.044119339
256,8,1,0.15097249,0.153349998
512,8,1,0.787527377,0.809826206
1024,8,1,5.610641736,5.677373288
2048,8,1,33.234202079,33.41512723
4096,8,1,229.670470088,230.637977398
1,16,1,1.069e-06,6.8278e-05
2,16,1,1.589e-06,7.2064e-05
4,16,1,3.199e-06,7.3666e-05
8,16,1,1.458e-05,8.7985e-05
16,16,1,9.7779e-05,0.000179911
32,16,1,0.000722503,0.000838147
64,16,1,0.028142364,0.028370524
128,16,1,0.068737981,0.069405292
256,16,1,0.181273263,0.183665315
512,16,1,0.912427685,0.921714795
1024,16,1,5.035723054,5.096301534
2048,16,1,35.797280732,36.08625935
4096,16,1,229.037681588,229.953165648
1,0,2,1.971e-06,5.9953e-05
2,0,2,2.584e-06,6.1196e-05
4,0,2,4.444e-06,6.842e-05
8,0,2,1.616e-05,8.8989e-05
16,0,2,9.9762e-05,0.000181249
32,0,2,0.000722497,0.000830475
64,0,2,0.005980017,0.006209418
128,0,2,0.081237593,0.081909767
256,0,2,0.641194134,0.645681747
512,0,2,3.098282867,3.114895958
1024,0,2,26.204221674,26.241924651
2048,0,2,181.173253998,181.45154408
4096,0,2,1201.72224859,1202.52289997
1,2,2,9.69e-07,6.7198e-05
2,2,2,3.298e-06,7.2507e-05
4,2,2,3.017e-06,7.3408e-05
8,2,2,1.4856e-05,8.7979e-05
16,2,2,9.7642e-05,0.000179524
32,2,2,0.000721902,0.000838654
64,2,2,0.02429544,0.024525103
128,2,2,0.060617744,0.061286201
256,2,2,0.381366914,0.383758135
512,2,2,2.034585647,2.050885525
1024,2,2,14.121933725,14.182555025
2048,2,2,101.562399239,101.843461318
4096,2,2,723.691286161,724.529682477
1,4,2,9.87e-07,6.8125e-05
2,4,2,1.328e-06,7.2438e-05
4,4,2,3.148e-06,7.5697e-05
8,4,2,1.4697e-05,8.9228e-05
16,4,2,9.8031e-05,0.000182092
32,4,2,0.000723152,0.000838487
64,4,2,0.022860926,0.023091884
128,4,2,0.055199065,0.055866665
256,4,2,0.216089742,0.218463358
512,4,2,1.2932066,1.302443402
1024,4,2,8.399039444,8.472031555
2048,4,2,55.199261891,55.475089638
4096,4,2,413.807530462,414.667675625
1,8,2,1.047e-06,6.9045e-05
2,8,2,1.882e-06,7.1974e-05
4,8,2,3.322e-06,7.4207e-05
8,8,2,1.6361e-05,8.6774e-05
16,8,2,9.7618e-05,0.000179329
32,8,2,0.000723373,0.000842807
64,8,2,0.022913785,0.023149427
128,8,2,0.040069583,0.040735254
256,8,2,0.156498383,0.158886143
512,8,2,0.839619195,0.848959867
1024,8,2,4.915827956,4.974470173
2048,8,2,35.016196049,35.298059223
4096,8,2,229.255829608,230.124700007
1,16,2,1.085e-06,6.504e-05
2,16,2,1.536e-06,6.68e-05
4,16,2,3.294e-06,6.9321e-05
8,16,2,1.4757e-05,8.1586e-05
16,16,2,9.7862e-05,0.000177774
32,16,2,0.000722546,0.000834289
64,16,2,0.039832199,0.040059488
128,16,2,0.065317784,0.065980691
256,16,2,0.174141545,0.176509404
512,16,2,0.913034632,0.922287252
1024,16,2,4.846828432,4.916491993
2048,16,2,33.664470303,33.869414811
4096,16,2,229.617141337,230.648563107
