1,0,0,8e-07,8.2004e-05
2,0,0,2.623e-06,7.8176e-05
4,0,0,3.106e-06,7.1763e-05
8,0,0,1.4547e-05,9.7922e-05
16,0,0,9.8799e-05,0.000200127
32,0,0,0.000568293,0.000688459
64,0,0,0.004532969,0.004778901
128,0,0,0.077935856,0.078634307
256,0,0,0.582940672,0.585327274
512,0,0,4.246708493,4.269779644
1024,0,0,30.567703169,30.642970997
2048,0,0,248.999777947,249.304743481
4096,0,0,1994.42632402,1995.53782688
1,2,0,7.53e-07,8.2359e-05
2,2,0,2.739e-06,0.000114878
4,2,0,1.2076e-05,0.000124015
8,2,0,1.4815e-05,9.9674e-05
16,2,0,9.8771e-05,0.000199498
32,2,0,0.009743831,0.009898718
64,2,0,0.014920512,0.015174656
128,2,0,0.045282927,0.045972496
256,2,0,0.341987236,0.344357571
512,2,0,2.421199963,2.430264762
1024,2,0,17.703241392,17.776622402
2048,2,0,152.351215995,152.561757239
4096,2,0,1204.66109526,1205.76400777
1,4,0,8.62e-07,8.1612e-05
2,4,0,1.392e-06,8.1231e-05
4,4,0,3.94e-06,9.9226e-05
8,4,0,1.5137e-05,0.000100135
16,4,0,9.8575e-05,0.00019595
32,4,0,0.023415834,0.02355379
64,4,0,0.024886939,0.025116633
128,4,0,0.034092933,0.0347781
256,4,0,0.172044831,0.174431568
512,4,0,1.335417679,1.356570054
1024,4,0,9.893666136,9.956268677
2048,4,0,82.677545805,82.948128798
4096,4,0,645.044234753,646.371163969
1,8,0,2.007e-06,8.0594e-05
2,8,0,1.62e-06,8.0829e-05
4,8,0,3.79e-06,0.000104404
8,8,0,1.5377e-05,9.9675e-05
16,8,0,9.9038e-05,0.000210076
32,8,0,0.023608904,0.023767838
64,8,0,0.024577807,0.024820777
128,8,0,0.028680024,0.029345797
256,8,0,0.123409851,0.125758363
512,8,0,0.810997294,0.820168567
1024,8,0,5.943001076,6.023394786
2048,8,0,45.59383454,45.897805024
4096,8,0,372.491662419,373.247692042
1,16,0,1.602e-06,0.000108315
2,16,0,1.643e-06,8.1289e-05
4,16,0,3.357e-06,0.000103
8,16,0,1.5083e-05,0.000102334
16,16,0,9.8088e-05,0.000190691
32,16,0,0.023038206,0.023169149
64,16,0,0.029781414,0.030017755
128,16,0,0.02722238,0.027906899
256,16,0,0.082968129,0.08530245
512,16,0,0.478442723,0.501179647
1024,16,0,3.603992259,3.674959746
2048,16,0,27.95119453,28.117975528
4096,16,0,226.04777038,226.857354143
1,0,1,2.187e-06,0.000142806
2,0,1,1.303e-06,7.922e-05
4,0,1,3.114e-06,7.4106e-05
8,0,1,1.4736e-05,8.9677e-05
16,0,1,9.8166e-05,0.000186768
32,0,1,0.000565588,0.000684301
64,0,1,0.004578973,0.004837773
128,0,1,0.073838487,0.074545182
256,0,1,0.50619334,0.508702966
512,0,1,3.844712559,3.85478579
1024,0,1,27.896330639,27.97330162
2048,0,1,231.533403132,231.702985996
4096,0,1,1961.26639578,1962.15481213
1,2,1,1.167e-06,7.684e-05
2,2,1,1.71e-06,7.8496e-05
4,2,1,3.412e-06,8.5862e-05
8,2,1,1.5591e-05,9.4802e-05
16,2,1,9.8027e-05,0.00019375
32,2,1,0.015211416,0.015355706
64,2,1,0.018897396,0.019133634
128,2,1,0.053565607,0.054264061
256,2,1,0.349324414,0.36478905
512,2,1,2.445381392,2.45514528
1024,2,1,19.391160363,19.441513047
2048,2,1,155.999665412,156.239276771
4096,2,1,1151.25640272,1152.4564408
1,4,1,2.245e-06,8.0803e-05
2,4,1,1.987e-06,8.5532e-05
4,4,1,3.268e-06,8.335e-05
8,4,1,1.5504e-05,0.000108213
16,4,1,9.876e-05,0.000193682
32,4,1,0.023124296,0.023254784
64,4,1,0.019248599,0.019488691
128,4,1,0.035229432,0.035896072
256,4,1,0.185078124,0.187413028
512,4,1,1.337867772,1.346979944
1024,4,1,10.180045705,10.258123678
2048,4,1,79.273581801,79.533631258
4096,4,1,628.045062052,628.825182675
1,8,1,1.207e-06,8.4486e-05
2,8,1,1.414e-06,9.9868e-05
4,8,1,3.388e-06,8.5506e-05
8,8,1,1.489e-05,0.000103078
16,8,1,9.8277e-05,0.000203227
32,8,1,0.019722269,0.01985461
64,8,1,0.024480012,0.024732962
128,8,1,0.031006506,0.031684277
256,8,1,0.114001423,0.116363911
512,8,1,0.766027024,0.775519604
1024,8,1,5.729356189,5.804874725
2048,8,1,45.197695264,45.447372061
4096,8,1,365.49742887,366.344412822
1,16,1,1.038e-06,8.9259e-05
2,16,1,2.349e-06,9.795e-05
4,16,1,3.156e-06,8.989e-05
8,16,1,1.5372e-05,9.4819e-05
16,16,1,9.8476e-05,0.000193201
32,16,1,0.022369522,0.022493605
64,16,1,0.025306832,0.025546947
128,16,1,0.029931937,0.030627426
256,16,1,0.086943378,0.089348794
512,16,1,0.523762875,0.533225548
1024,16,1,3.66946527,3.743158582
2048,16,1,27.23090329,27.575304897
4096,16,1,225.638983784,226.79974096
1,0,2,9.77e-07,7.0431e-05
2,0,2,1.269e-06,7.4142e-05
4,0,2,3.239e-06,9.0096e-05
8,0,2,1.4755e-05,9.798e-05
16,0,2,9.8736e-05,0.000189676
32,0,2,0.000569669,0.000693398
64,0,2,0.004516273,0.00475734
128,0,2,0.076594594,0.077299535
256,0,2,0.384491895,0.3870978
512,0,2,3.63727409,3.647181152
1024,0,2,28.445539242,28.49587574
2048,0,2,228.500780954,228.725352605
4096,0,2,1835.39319209,1836.41853847
1,2,2,1.733e-06,8.8306e-05
2,2,2,1.702e-06,9.2366e-05
4,2,2,3.17e-06,9.4204e-05
8,2,2,1.4783e-05,0.000103023
16,2,2,9.8189e-05,0.000188114
32,2,2,0.02073148,0.020850993
64,2,2,0.014700286,0.01493437
128,2,2,0.04517342,0.045856423
256,2,2,0.286581758,0.288991381
512,2,2,1.926964595,1.948382511
1024,2,2,17.354658555,17.403559277
2048,2,2,138.344144014,138.636820227
4096,2,2,1133.41305781,1134.36485674
1,4,2,9.98e-07,7.9844e-05
2,4,2,2.688e-06,9.1389e-05
4,4,2,3.457e-06,9.0871e-05
8,4,2,1.5116e-05,9.2933e-05
16,4,2,9.8193e-05,0.000197122
32,4,2,0.013326493,0.013457542
64,4,2,0.023372951,0.023608305
128,4,2,0.038810028,0.039476333
256,4,2,0.180924516,0.18326005
512,4,2,1.239493737,1.248779806
1024,4,2,10.254371991,10.326918702
2048,4,2,79.407763434,79.687106735
4096,4,2,660.899342521,661.936902029
1,8,2,7.68e-07,8.4856e-05
2,8,2,1.438e-06,7.512e-05
4,8,2,3.513e-06,8.7239e-05
8,8,2,1.4858e-05,0.00011385
16,8,2,9.9667e-05,0.000203878
32,8,2,0.023314854,0.023447782
64,8,2,0.01434339,0.014586669
128,8,2,0.02448514,0.025128819
256,8,2,0.144950834,0.14735608
